Timestamps,ICT,"U06, U06A, U05B",OBS,"U05, U04, U04B, GEO",TEG,LIB,MEK,SOC,S01,D04,air temperature,Atm pressure mm of mercury,Relative humidity (%)
2023-02-27 12:00:00,220.7,182.2,7.434,177.3,4,160,30.5,186.9,19,10.9,-2,764.2,74
2023-02-28 12:00:00,205.6,204.3,7.45,187.6,5,150.8,31.8,180.9,18.3,13.1,4,759.7,75
2023-03-01 12:00:00,203.4,190.5,7.047000000000001,176.5,4,150.7,27.9,190.6,19.6,7.1,2,759.7,75
2023-03-02 12:00:00,211.4,192.8,6.845000000000001,191.4,16,146.9,33.6,185.9,22.3,7.1,3,754.5,70
2023-03-03 12:00:00,201.7,198.2,6.624,185.3,4,147.9,24.7,170.1,24.7,7,2,749.4,70
2023-03-04 12:00:00,141.6,110.6,6.448,105.2,4,104.5,18.2,115.6,24.6,26.4,0,738.7,93
2023-03-05 12:00:00,135.1,111.3,6.385999999999999,99.7,4,39.6,13.5,92.19999999999999,25.4,20.9,-1,743.3,80
2023-03-06 12:00:00,204.5,194.1,6.627999999999999,186.5,4,152.2,26.7,191.5,21.4,24.1,-2,741.8,80
2023-03-07 12:00:00,209.1,230.1,7.063,184.4,5,155.6,27.6,189,18.7,13.2,-4,744,74
2023-03-08 12:00:00,207.7,224.4,6.986,181.3,5,154.8,33.4,195.5,23.5,19.7,-3,731.4,93
2023-03-09 12:00:00,222.7,202.1,7.087,176.3,4,168.2,28.3,185.5,19,13.3,-6,744.7,63
2023-03-10 12:00:00,214.8,191.6,7.366,163.6,4,153.3,29.4,179,19,9,-2,748.5,74
2023-03-11 12:00:00,176.3,108,7.559,101.6,3,104.4,27.6,115.5,39.2,16,-5,740.2,80
2023-03-12 12:00:00,141.5,105.9,7.510999999999999,96.7,3,39.4,13,82.10000000000001,10.8,7,-3,740.9,69
2023-03-13 12:00:00,207.7,213.6,7.539,172.8,3,153.6,30,175.3,19.6,7,1,747.9,56
2023-03-14 12:00:00,221.2,213.1,7.494999999999999,194.4,3,148.3,29.5,202,23,20,7,733,81
2023-03-15 12:00:00,207.4,217.6,7.239,189.4,2,148.6,29.4,190.6,7.5,5,3,745.6,52
2023-03-16 12:00:00,214.4,201.1,6.714,194.8,2,156.2,31.8,191.3,21.5,7.8,2,759,60
2023-03-17 12:00:00,210.9,204.2,6.779,179.3,2,149.9,29,170.9,18.9,7.1,4,765.1,45
2023-03-18 12:00:00,162.8,108.8,7.001,90.4,4,94.1,25.6,120,27.7,14.8,7,759.1,42
2023-03-19 12:00:00,153.7,110.6,6.82,86.8,5,36.6,12.9,86,9.4,13.3,5,757.5,81
2023-03-20 12:00:00,214,233.8,6.556,170.2,3,147.3,24.1,190.1,20.8,17,9,752.5,71
2023-03-21 12:00:00,225.6,204.4,6.11,171.5,4,148,26.9,187.5,17.1,8.7,2,753.9,81
2023-03-22 12:00:00,217.8,226.2,6.227,173.2,5,153.8,28.6,194.9,19.4,20,2,749.4,93
2023-03-23 12:00:00,220.1,225.6,5.968999999999999,168.5,4,146.3,29.8,192.7,23.3,5.6,9,743.4,62
2023-03-24 12:00:00,215.6,212.8,5.893,166,4,138.1,28.2,173.6,16,12.7,8,743.4,76
2023-03-25 12:00:00,165.2,117.9,5.971,97.1,5,96.69999999999999,19.5,122.2,37,16,2,741,93
2023-03-26 12:00:00,145.5,110.8,5.834,92.4,3,36,11.8,103.5,25.4,15.8,1,743.3,93
2023-03-27 12:00:00,214.2,227.2,5.726,176.4,4,153.1,28.1,188.3,23.9,17.9,0,741,93
2023-03-28 12:00:00,206.6,210.4,5.909,190.6,5,153.1,30.1,193.5,21.6,12.4,1,750.8,65
2023-03-29 12:00:00,195.3,213.8,7.133999999999999,168.7,5,146,31,193.7,19.9,4.3,-2,755.9,69
2023-03-30 12:00:00,213.1,207.2,6.193,172.4,5,142.4,31.2,178.3,18.3,13.6,-1,755.2,75
2023-03-31 12:00:00,212.2,216.1,6.598,180.8,4,130.7,33.4,178.9,18.9,15.7,1,749.4,81
2023-04-01 12:00:00,167.6,117.1,6.505,90.4,4,93.1,31.6,132.1,31.4,6.9,1,751.6,51
2023-04-02 12:00:00,151.5,104.3,6.37,87.2,3,39.1,20.2,79.4,16.6,5.7,1,763.5,56
2023-04-03 12:00:00,203.6,223.7,6.249,179.9,5,146.8,30.8,176.9,23.5,4.1,1,768.1,48
2023-04-04 12:00:00,218.8,207.4,6.146,182.1,5,145.2,27.8,192.9,24.4,7.2,0,764.3,55
2023-04-05 12:00:00,214.2,246.2,6.555000000000001,198.9,4,152.1,30.9,194.4,21.3,15.8,2,763.5,93
2023-04-06 12:00:00,213.5,188.6,6.486,164.7,3,133.5,25.5,182.3,19.7,17.9,3,765.8,93
2023-04-07 12:00:00,187.6,131.3,5.908,92.4,3,73.19999999999999,14.5,68.8,14.2,4.5,12,765.9,44
2023-04-08 12:00:00,159.9,126.9,5.709000000000001,92.2,3,85,12.9,82.5,27.7,5.2,9,767.4,50
2023-04-09 12:00:00,149.6,117.8,5.279,88.4,3,34.40000000000001,12.5,75.7,11.5,3.9,8,767.4,50
2023-04-10 12:00:00,217.3,235.3,5.278,174.8,3,148,26,176,19.9,4,11,766.7,30
2023-04-11 12:00:00,224.2,235.6,5.262,183.3,2,149.5,27.8,191,19.1,7.7,14,758.4,51
2023-04-12 12:00:00,220.4,261.6,4.806,176.1,2,170.1,27.9,181.4,18.6,6.1,16,756.9,52
2023-04-13 12:00:00,221.4,205.9,4.845,187.1,2,173,32.5,182.1,16.8,13.3,6,758.3,71
2023-04-14 12:00:00,213.1,207.9,4.785,176.7,2,179.6,29.7,167.9,18.9,2.8,7,762.9,57
2023-04-15 12:00:00,167.4,131.4,4.838,107.1,2,131.6,28.8,108.9,27.7,12.9,10,765.2,30
2023-04-16 12:00:00,156.2,122.3,2.874,101.1,2,33.2,14,74.2,16.2,4.1,11,764.4,32
2023-04-17 12:00:00,204.9,245.8,4.007000000000001,185.6,3,184.8,24.6,179.2,19.2,5.7,11,768.2,28
2023-04-18 12:00:00,216.1,202.9,3.638,168.2,2,188.2,31.6,189.5,16.8,7.3,8,769.7,34
2023-04-19 12:00:00,210.6,215.7,3.76,179.4,1,189.5,28.9,192.2,17.9,3.5,7,771.7,53
2023-04-20 12:00:00,213,204.6,3.17,171.2,1,187,26,184.1,16.9,4.5,11,769,38
2023-04-21 12:00:00,213,197.9,3.004,176.6,1,178.8,26.5,167.6,21.1,6.3,13,762.2,55
2023-04-22 12:00:00,169.1,125,2.99,102.6,2,130.5,18.6,106.7,21.9,3.9,13,756.1,55
2023-04-23 12:00:00,154.4,153.1,2.972,96.4,2,35.6,11.8,78.3,11.1,4,15,754.1,39
2023-04-24 12:00:00,214.9,262.3,2.802,169.4,1,168.8,28.3,174.4,13.5,10.5,13,750.3,67
2023-04-25 12:00:00,229.9,236.9,2.724,176.7,1,173.6,29.6,224.8,19.5,6.1,18,748.1,40
2023-04-26 12:00:00,215.8,256.3,2.678,177.6,1,164.6,33.3,182.1,30.3,15.5,11,748.7,67
2023-04-27 12:00:00,212,224.5,3.029,167,2,180.1,33.2,182.5,16.5,8.1,8,754,66
2023-04-28 12:00:00,201,222.7,2.797,167.5,2,173.4,28,170.1,20,16.4,7,756.8,49
2023-04-29 12:00:00,163.9,133.6,3.136,87.5,3,130.7,16.1,100.9,17.7,10.9,8,757.5,50
2023-04-30 12:00:00,143.2,113,1.653,84.5,2,34.7,15.3,80.4,10.1,13.3,6,753.2,76
2023-05-01 12:00:00,180.2,129,3.146,85.6,2,77.69999999999999,17.2,85.1,2.5,3.2,11,756.9,44
2023-05-02 12:00:00,213.5,241.3,3.623,174.8,2,164.7,31.5,185.4,20.6,11,14,749.5,48
2023-05-03 12:00:00,206.3,211,3.736,176,3,186.2,40.9,178.6,22.1,5.3,10,760.6,40
2023-05-04 12:00:00,215.3,212.8,3.727,175.1,2,166.1,30.1,181,18.2,7.1,5,765.8,45
2023-05-05 12:00:00,206.8,199.7,3.83,198.7,3,151.4,28.5,176.1,21.1,8.4,3,768.9,48
2023-05-06 12:00:00,165.8,115,3.884,107.1,3,118.2,30,107.5,35.6,7.1,7,770.1,46
2023-05-07 12:00:00,150.4,133.8,3.754,96.6,2,38,16,75.9,3.6,6.4,9,770.2,32
2023-05-08 12:00:00,217.6,242.2,3.684,155.4,1,186.5,33.6,170.1,20.6,5.3,10,770.2,32
2023-05-09 12:00:00,222.9,264.9,3.41,170.1,2,188,31.1,175.5,21,7.2,14,766.7,36
2023-05-10 12:00:00,229.3,260.7,3.616,180,1,173.8,37.1,181.7,17.1,3.9,15,764.5,34
2023-05-11 12:00:00,235.2,274.1,2.96,174.5,2,176.7,45.1,220.8,19.8,4.6,19,765.3,26
2023-05-12 12:00:00,214,210.6,2.918,176.4,2,174.6,31.9,206.8,18.1,4.2,18,766.8,34
2023-05-13 12:00:00,184.3,131.2,2.337,99.1,2,125.2,30,149,16.3,3.3,17,767.5,39
2023-05-14 12:00:00,173.7,126.3,2.211,98.5,2,34.6,19.7,107.9,6.4,5.6,17,766,32
2023-05-15 12:00:00,244.9,242.6,2.214,235.1,2,194.8,33.8,221.8,16.7,4.4,20,759.9,43
2023-05-16 12:00:00,231.4,210.3,2.511,204.9,1,188.9,30.7,191.6,17.8,14.2,13,753.3,88
2023-05-17 12:00:00,215.5,235,2.254,196.2,1,159.7,38.1,172.8,19.1,9.8,14,754.6,55
2023-05-18 12:00:00,219.5,223,2.328,191.7,2,180.9,36.6,176.4,21.6,4.5,11,763.6,47
2023-05-19 12:00:00,215.7,196.5,2.143,187.4,1,175.6,27.7,153.7,42,3.3,12,770.2,44
2023-05-20 12:00:00,168.5,131,2.283,94.4,2,116.4,20.2,104.2,45,4.6,16,771,36
2023-05-21 12:00:00,165.4,130,1.316,93.8,1,34.7,17.1,113.7,38,6,18,768.3,30
2023-05-22 12:00:00,222.7,233.8,1.208,184.8,1,165.7,26.2,202.8,15.3,4.3,18,763,46
2023-05-23 12:00:00,230.1,214.1,1.335,189.5,1,186.5,26.7,209.2,10.1,5.3,20,758.5,49
2023-05-24 12:00:00,247.7,243.6,1.134,208.6,1,204.8,34.1,210.9,10.6,7.9,22,760,41
2023-05-25 12:00:00,226.2,207.1,1.104,190.1,1,173.6,28.7,210.3,20.2,12.9,16,756.9,77
2023-05-26 12:00:00,218.2,213.7,1.207,184,1,158.4,29.5,208.8,19.2,5.1,16,756.9,48
2023-05-27 12:00:00,169.6,115.6,1.191,90.1,1,130.8,27.9,104.2,7.8,3.3,11,765.2,47
2023-05-28 12:00:00,158.9,111.7,1.335,92.4,1,33.8,17.7,109.7,6.8,5.2,17,759.2,34
2023-05-29 12:00:00,214.3,219.1,1.339,179.3,1,182.1,28.8,179.2,23.1,7,13,759.9,55
2023-05-30 12:00:00,217,183.1,1.304,178.2,2,173.3,35.8,176.4,16.3,4.8,13,760.7,55
2023-05-31 12:00:00,231.3,201.9,2.154,190.5,1,160.5,30.9,202.3,19.8,3.2,18,754.7,49
2023-06-01 12:00:00,217.6,211.1,1.324,179.5,3,175.1,33.2,163.4,19.1,4.9,11,754.6,47
2023-06-02 12:00:00,207.2,201.9,1.31,182.8,1,167.2,29.7,160.2,22.7,10.8,8,757.5,71
2023-06-03 12:00:00,170.3,121,1.409,98.9,1,121.7,19.2,87.39999999999999,8.2,10,11,759.8,47
2023-06-04 12:00:00,156.5,115.5,1.402,94,1,35.1,19,79.7,5.7,7,13,756.9,67
2023-06-05 12:00:00,211.2,184.8,1.379,198.2,2,186.8,37.3,166.4,8.6,2.7,16,760.7,52
2023-06-06 12:00:00,226.5,221.1,1.272,201.2,2,170.1,32.9,209.7,14.4,9.6,16,760.7,72
2023-06-07 12:00:00,217.8,241.7,1.271,190.8,1,167.3,27.8,168.9,9.6,6.4,15,762.2,48
2023-06-08 12:00:00,221.7,213.9,1.359,183.2,2,180.5,27.9,203.4,6.8,5.9,17,759.9,39
2023-06-09 12:00:00,203.3,204.7,1.347,182.5,2,174.9,27.4,156.7,14.1,3.6,14,765.2,39
2023-06-10 12:00:00,157.5,128.7,1.298,94.4,2,112,16.8,84.39999999999999,3,3.8,16,769.1,31
2023-06-11 12:00:00,148.1,130.2,1.264,94.4,1,31.8,15.6,81.19999999999999,3.7,6.7,17,770.3,34
2023-06-12 12:00:00,204.3,217.5,1.176,202.8,0,190.4,28.9,205.8,8.4,2.8,21,767.5,33
2023-06-13 12:00:00,269.4,234.1,1.23,200.3,1,196.6,32.2,210.4,6.1,4.8,23,763.8,25
2023-06-14 12:00:00,263.3,235.5,1.181,207.8,1,202.1,37.2,204.6,15.5,3.6,21,763,43
2023-06-15 12:00:00,298.9,251.4,1.187,215.2,1,202.5,29.4,221.7,6.9,4.4,24,761.5,29
2023-06-16 12:00:00,298.1,244,1.043,217.8,1,199.5,29.4,214.2,7.9,7.4,24,758.5,36
2023-06-17 12:00:00,247.2,169.9,1.038,98.1,2,157.4,18,145.9,16.5,5.7,27,757,32
2023-06-18 12:00:00,218.1,120.9,1.004,97.3,1,33.40000000000001,15.4,128.9,3.1,7,27,759.3,32
2023-06-19 12:00:00,293.1,264.6,1.166,230.7,1,201.5,35.8,221.1,16.3,5.7,24,760,34
2023-06-20 12:00:00,322.9,283,1.026,258.4,1,237.2,38.6,235.8,7.1,3.2,26,759.3,32
2023-06-21 12:00:00,309.4,281,1.019,249.1,1,204.7,34.5,233.5,6.2,6.8,28,758.6,35
2023-06-22 12:00:00,264,190.1,1.093,170.1,0,147.5,19.2,184.3,9.5,14.2,19,754.2,94
2023-06-23 12:00:00,244.8,136.7,1.055,91.9,1,141.8,15.5,78.10000000000001,1.9,3.4,22,754.7,47
2023-06-24 12:00:00,187.2,120.5,1.049,91.5,1,102.3,15.8,64.5,1.7,6,19,758.4,60
2023-06-25 12:00:00,176.5,114.8,1.081,90.6,1,61.1,15,95.2,15.8,11.9,17,758.4,68
2023-06-26 12:00:00,254.2,223.4,1.03,217.5,1,185.8,26.7,166.2,6.4,7.9,21,757,69
2023-06-27 12:00:00,273.1,250.2,1.003,218.8,1,183.9,25.4,166.9,5.2,12.9,23,753.4,53
2023-06-28 12:00:00,275,244.6,0.973,217.7,2,194.9,24.8,160.2,4.7,4.4,23,754.2,57
2023-06-29 12:00:00,275.1,234.3,0.986,210.5,1,190.5,25.7,187.5,5.8,7.7,23,752.7,44
2023-06-30 12:00:00,277.3,226.2,0.9189999999999999,212.2,1,225.1,25.3,193.3,4.6,1.9,25,749.7,51
2023-07-01 12:00:00,192,134.2,1.007,94.8,2,114.2,15.7,102.6,1.7,12.7,20,742.8,69
2023-07-02 12:00:00,175,122.5,0.9349999999999999,93.8,1,53.60000000000001,15.7,107.8,2.2,18.5,17,741.2,88
2023-07-03 12:00:00,216.1,196.6,1.067,176.6,1,137.6,21.2,148.8,7.5,15.1,15,741.2,88
2023-07-04 12:00:00,228.5,197.3,0.998,174.7,1,147.5,21.9,152.2,5.8,7.6,18,748.1,56
2023-07-05 12:00:00,232.5,191.1,0.967,161.6,0,135.1,21.1,149.4,16.1,12.1,15,753.3,94
2023-07-06 12:00:00,238.7,219.3,1.116,164.6,2,147.3,25.9,160.1,7.8,13.4,19,757,73
2023-07-07 12:00:00,218.5,187.6,1.151,157.2,0,150.1,18.8,154.6,9.5,8.6,18,758.4,68
2023-07-08 12:00:00,167.8,131.3,1.193,85.1,1,100.9,16.7,116.8,2.5,8.4,18,757.6,73
2023-07-09 12:00:00,162.9,115.4,1.294,88.9,1,51.5,14.9,100.6,1.8,11,17,759.9,77
2023-07-10 12:00:00,212.7,188.9,1.159,156.1,1,141,21.2,140.4,9.1,5.9,17,762.2,52
2023-07-11 12:00:00,249.9,195.3,1.161,167.2,0,157.1,24.1,142.7,10.1,2.2,20,759.3,64
2023-07-12 12:00:00,272,188,1.256,184.6,1,174.1,23.1,151,18.8,5.2,22,756.2,41
2023-07-13 12:00:00,301.5,187.5,1.124,180.7,0,183.9,22.1,155.3,20.1,12,23,751.1,36
2023-07-14 12:00:00,254.9,152.6,1.136,155.2,1,134.1,19.4,133.8,16,15,14,754.6,94
2023-07-15 12:00:00,214.9,127.1,1.205,88.1,1,129.7,15.5,117.9,2.4,7.5,22,757,61
2023-07-16 12:00:00,216.9,145.6,1.013,86.1,1,87.1,15.2,128.1,1.7,5.1,25,756.2,42
2023-07-17 12:00:00,282.8,167.6,1.147,168.6,1,167.5,23.8,136.9,18.1,6.2,23,754.7,53
2023-07-18 12:00:00,230.3,158.8,1.064,143.8,1,130.6,20.1,131.2,13.9,13,17,751.1,77
2023-07-19 12:00:00,229.1,154.2,1.186,141.9,1,133.8,24.1,125.9,19.8,6.9,18,748.8,52
2023-07-20 12:00:00,235.4,158.8,1.102,141.7,1,129.4,22.7,127.9,11.4,7.8,18,747.3,68
2023-07-21 12:00:00,219,156.7,1.051,131.1,1,120.7,19.9,122.6,44.1,13.6,16,748.8,83
2023-07-22 12:00:00,182.2,108.7,1.21,90.3,2,83.1,15.7,91.80000000000001,40.5,15.3,17,751.1,77
2023-07-23 12:00:00,175.6,117.7,1.048,83.9,1,49.5,15,95.89999999999999,16.9,9.5,18,750.4,64
2023-07-24 12:00:00,223.9,174.2,1.205,147.9,1,126.9,24.7,129.2,12.5,5.3,19,748.8,49
2023-07-25 12:00:00,223,155.5,1.249,151.9,1,130.9,22.5,127.6,5.7,11.8,19,744.3,73
2023-07-26 12:00:00,246.1,171.3,1.192,147.1,1,139,23.8,132.9,13.1,3.9,19,745.8,78
2023-07-27 12:00:00,228.8,174.6,2.061,131.6,1,129.9,22.6,131.7,9.6,11.1,19,750.4,60
2023-07-28 12:00:00,233.2,157.2,1.398,127.7,1,125,17.9,127.6,12.4,12.4,18,748.1,64
2023-07-29 12:00:00,191.9,133.6,1.216,87.2,1,92.9,15.1,96.30000000000001,2.9,9.2,19,747.3,64
2023-07-30 12:00:00,185.9,130.5,1.26,84.9,1,59.40000000000001,14.6,101.1,1.8,7.3,21,750.4,50
2023-07-31 12:00:00,231.7,173.3,1.151,135.9,1,125.6,25.4,118,19.2,9,18,750.4,83
2023-08-01 12:00:00,223.4,168.2,1.205,155.9,1,131.4,22.9,118.6,6.9,8.2,18,748.1,88
2023-08-02 12:00:00,245.4,160.3,1.337,140.9,2,134.5,24.4,126.7,13.4,11.3,19,745.8,88
2023-08-03 12:00:00,239.8,169.2,1.217,140.4,1,147,26.1,137.3,10.1,13,21,746.6,73
2023-08-04 12:00:00,231.5,171.6,1.202,151.8,3,138.5,22.7,119.6,12,11.1,20,746.6,78
2023-08-05 12:00:00,199.6,138.9,1.212,77.3,1,110.6,15.3,88.7,45.9,10.7,21,755.5,69
2023-08-06 12:00:00,187.8,128.7,1.133,76.2,1,61.7,16.1,80.1,2,11,21,754.7,78
2023-08-07 12:00:00,340.5,239.2,1.251,177.6,1,238.8,27.5,113.6,9.9,6.4,31,746.7,55
2023-08-08 12:00:00,227.5,145.4,1.259,162.5,2,140.6,25.1,119,7.6,9.8,17,745.8,77
2023-08-09 12:00:00,241.2,179.2,1.048,157.3,0,144.1,22,130.5,12.4,7.4,20,755.5,46
2023-08-10 12:00:00,229.8,170.5,1.184,151,2,138.2,24.7,128.7,11.3,14.2,17,759.2,64
2023-08-11 12:00:00,217.8,171.8,0.985,149.2,1,147,23.5,139.1,19.6,8.5,20,763,49
2023-08-12 12:00:00,189.2,119.6,1.052,90.8,1,107.2,14.9,91.2,4,16.1,19,762.2,60
2023-08-13 12:00:00,195,138.6,1.094,87.6,2,71,15.2,93,1.6,5.5,22,757.7,53
2023-08-14 12:00:00,245.5,213.3,1.195,170.6,1,167.3,23.6,156.2,15.1,8.2,22,759.3,65
2023-08-15 12:00:00,277.4,230.3,1.154,175.5,1,177.9,29.5,156.2,8.2,6.6,23,763.1,61
2023-08-16 12:00:00,299.6,241.7,1.2,179.9,1,187,26.7,167.5,19.7,13,24,760,74
2023-08-17 12:00:00,271.7,210.9,1.076,167.4,1,174.5,24.5,152.7,8.4,7.4,22,763.1,61
2023-08-18 12:00:00,244.7,197.9,1.169,175,1,159.4,21,146,19.5,7,19,767.5,83
2023-08-19 12:00:00,184.7,117.6,1.011,101.3,1,97.7,16.6,96.2,3.1,15.8,17,764.5,94
2023-08-20 12:00:00,185.9,130.1,1.119,77.5,0,55.7,16.1,92.6,2.2,9.7,19,762.2,83
2023-08-21 12:00:00,248.1,200.2,1.006,174.7,1,156.8,30.3,206.2,13.3,14.2,20,757.7,78
2023-08-22 12:00:00,248.5,215.1,1.133,154.3,1,162.7,33.8,201.8,10.3,13.1,20,754.7,69
2023-08-23 12:00:00,233.4,190.9,1.084,147.7,0,148.5,33,199.6,20.1,5.5,18,755.4,78
2023-08-24 12:00:00,215.9,202.9,1.319,151.1,2,139,35.6,195.2,7.9,6.7,18,755.4,73
2023-08-25 12:00:00,238.5,193.4,1.174,157,1,148.8,28.9,193.2,20.2,8.1,19,755.5,68
