Timestamps,ICT,"U06, U06A, U05B",OBS,"U05, U04, U04B, GEO",TEG,LIB,MEK,SOC,S01,D04,air temperature,Atm pressure mm of mercury,Relative humidity (%)
2023-01-06 11:00:00,215.4,191.4,7.52,183,8,143.9,35.6,202.7,15.7,18.3,-7,766.5,86
2023-01-06 12:00:00,232.2,191.7,7.523999999999999,179.8,7,147.8,36.4,205.7,13.2,25,-6,766.5,74
2023-01-06 13:00:00,238.4,196.9,7.575,177.7,7,141.6,35.4,211.3,21.4,20,-6,766.5,80
2023-01-06 14:00:00,221.6,194.9,7.608000000000001,172,6,141.5,35.3,209.6,20.8,20.6,-7,766.5,86
2023-01-06 15:00:00,210.9,194.8,7.579000000000001,165,7,136.3,31.9,181.3,15.2,18.4,-7,766.5,86
2023-01-06 16:00:00,223.7,187.4,7.615,153.9,7,132.9,28.7,167.5,33.4,23.2,-8,766.4,86
2023-01-06 17:00:00,208.2,159.8,8.185,140.5,7,117.6,24.5,172.3,41.2,24.1,-8,766.4,86
2023-01-06 18:00:00,182.9,161.8,8.123,117,7,108.7,21.6,167.4,48.1,21.9,-8,766.4,86
2023-01-06 19:00:00,176.3,131.4,8.063,109.7,6,100.7,18.2,157,51.4,24.2,-8,766.4,79
2023-01-06 20:00:00,159.4,118.6,8.219,101.3,8,93.79999999999998,15.3,134.3,36.4,25.2,-9,766.4,86
2023-01-06 21:00:00,161,115.3,8.133,99,7,78.10000000000001,14.9,117.4,15.1,23.7,-9,766.4,79
2023-01-06 22:00:00,135.1,109.7,8.141,95,7,76.8,14.9,106.9,4,23.4,-9,766.4,79
2023-01-06 23:00:00,132.4,99.9,8.29,94.7,7,37.2,14.9,108,4.1,19.8,-10,766.4,79
2023-01-07 00:00:00,127.8,100.4,7.911,94.7,6,36.3,15,100.5,4,15.5,-12,766.4,85
2023-01-07 01:00:00,128.4,100.5,7.755000000000001,93.9,7,35.8,14.8,97.6,4.1,12.6,-13,766.4,92
2023-01-07 02:00:00,127.4,101,7.942,94.7,6,35,14.7,97.7,4.1,12.1,-13,766.4,92
2023-01-07 03:00:00,126.8,100.3,7.935,94.5,6,36.2,14.8,97.8,4,11.3,-13,766.4,85
2023-01-07 04:00:00,127.9,97.5,7.752,98.5,7,36.7,14.8,97.1,4.1,11,-13,766.4,78
2023-01-07 05:00:00,127.1,99.8,7.936,100.6,6,36.8,14.9,96.7,4.1,11.1,-14,765.6,78
2023-01-07 06:00:00,127.8,99.1,7.932,114.4,8,38.5,18.7,97.4,3.9,11.3,-14,765.6,85
2023-01-07 07:00:00,128.4,100.8,7.936,95.3,7,40.6,20,99.5,4.4,13.1,-14,765.6,85
2023-01-07 08:00:00,136.4,112,7.867,101.6,7,42.40000000000001,20.4,115.2,5.7,18.3,-14,765.6,85
2023-01-07 09:00:00,149.5,113.6,7.99,103,8,42.4,20.4,130.2,15.3,17.2,-14,765.6,78
2023-01-07 10:00:00,174.1,110.2,8.034,104.9,7,95.60000000000001,20.9,128.8,20,22.2,-14,765.6,85
2023-01-07 11:00:00,182.1,124.8,7.885999999999999,103.2,8,96.19999999999999,20.9,137.9,20.4,20.4,-13,765.6,78
2023-01-07 12:00:00,181.6,117.9,8.048,100.8,8,98.1,21.3,129.7,21.1,24.2,-13,765.6,78
2023-01-07 13:00:00,179.8,120.6,8.012,103.4,8,99.3,21.2,133.3,18.3,24.9,-12,764.9,79
2023-01-07 14:00:00,181.1,120.5,7.98,99.5,7,101.6,23.4,122.7,14.8,21.9,-12,764.1,79
2023-01-07 15:00:00,182.7,121.8,7.974,98.5,7,103.8,22.3,111.2,26.9,30.4,-12,764.1,79
2023-01-07 16:00:00,180,126,8.142,98.5,7,104.1,23.2,109.1,38.2,25.8,-13,764.1,85
2023-01-07 17:00:00,175.7,123.1,8.325000000000001,98.3,7,101.7,21.1,104.3,25.1,27.1,-13,764.1,78
2023-01-07 18:00:00,161,122.1,8.449,95.5,7,75.3,21.1,102.4,26.9,25.6,-13,764.1,78
2023-01-07 19:00:00,158,117.6,8.6,97.5,7,45.40000000000001,17.3,76.9,30.8,27.5,-14,763.3,85
2023-01-07 20:00:00,156.6,114.2,8.46,94.6,6,44.4,15.4,67.4,21.6,28.3,-14,763.3,85
2023-01-07 21:00:00,151.8,112.6,8.488,93.7,7,43.7,16,66.6,4.3,28.9,-14,763.3,78
2023-01-07 22:00:00,153.5,112.3,8.601,92,6,38.9,15.1,65.1,4.1,25.5,-14,763.3,78
2023-01-07 23:00:00,139.5,109.8,8.620999999999999,90.6,6,37.5,15.2,64.1,3.9,21.3,-14,763.3,78
2023-01-08 00:00:00,135.8,108.9,8.185,91.5,7,36.9,15.1,65.7,3.7,17.6,-14,762.6,78
2023-01-08 01:00:00,134.7,108.2,8.221,92.5,5,37.6,15,66.6,3.7,15.9,-14,762.6,85
2023-01-08 02:00:00,133.7,108.4,8.254999999999999,92.2,6,36.1,15,65.9,3.7,14.5,-13,761.8,85
2023-01-08 03:00:00,130.3,106.9,8.234,90.9,6,37.3,15,66.3,3.7,13.3,-13,761.8,85
2023-01-08 04:00:00,130.6,106.9,8.273,95.1,6,36,15,65.9,3.8,14,-13,761.8,85
2023-01-08 05:00:00,128.5,105.6,8.257,97.3,6,37.5,15.1,67.2,3.9,13,-13,761,85
2023-01-08 06:00:00,128.7,106.2,8.263,110.3,6,38.3,18.4,67.7,3.6,12,-13,760.3,85
2023-01-08 07:00:00,131.3,104.6,8.174000000000001,90.1,7,40.1,19.8,68.7,4.9,11.9,-13,760.3,85
2023-01-08 08:00:00,136.8,106.7,8.34,91.9,6,39.90000000000001,19.7,69.7,9.9,13.8,-13,760.3,92
2023-01-08 09:00:00,144.2,105,8.16,91.5,7,39.7,19.8,82.5,16.3,17.4,-12,760.3,85
2023-01-08 10:00:00,148.8,107.7,8.223,91.9,8,38.8,19.9,81.6,21.6,19.5,-12,760.3,85
2023-01-08 11:00:00,156,107.8,8.339,94,8,38.3,20,77.8,12.1,23.7,-11,759.5,85
2023-01-08 12:00:00,168.8,110.1,8.203,95.5,8,39.2,19.9,77.8,11.8,23.3,-11,758.8,85
2023-01-08 13:00:00,169.7,110.4,8.158000000000001,93.2,7,38.90000000000001,20.8,83,28.9,22.2,-11,758.8,92
2023-01-08 14:00:00,171.7,106.3,8.427999999999999,93.7,8,39.8,20,79.2,37.7,21.5,-10,758.1,85
2023-01-08 15:00:00,176.7,111.3,8.261,96.4,8,40.7,23.5,84,36.3,24.4,-10,758.1,85
2023-01-08 16:00:00,178.2,110.4,8.264999999999999,96.2,7,41.7,22.2,82.3,46.2,27.3,-10,758.1,92
2023-01-08 17:00:00,177.1,112.7,8.707,94.4,8,43,20.8,73.9,45.3,31.5,-10,757.3,92
2023-01-08 18:00:00,168,111.7,8.625,96.2,8,42.8,20.4,71,35,31.3,-9,757.3,86
2023-01-08 19:00:00,166.6,107.6,8.771,94.7,7,42.90000000000001,16.7,69.8,19.7,25.4,-9,756.6,93
2023-01-08 20:00:00,165.9,113.8,8.889999999999999,94.5,8,41.9,14.7,68,6.8,29.6,-8,756.6,86
2023-01-08 21:00:00,164.8,114.6,8.667,92.8,7,42.40000000000001,14.6,67.1,3.4,28.1,-8,755.8,93
2023-01-08 22:00:00,162.8,114.8,8.901,91.3,8,40.1,14.3,66.4,3.4,20.9,-7,755.8,86
2023-01-08 23:00:00,140.8,113.8,8.812000000000001,91.1,7,39.2,14.1,65.2,3.3,19.5,-7,755.8,86
2023-01-09 00:00:00,131.4,112.2,8.302999999999999,90.1,6,38.9,14.1,65.9,3.4,14.9,-7,755.8,86
2023-01-09 01:00:00,132.1,111.9,8.36,92,7,38.3,14.2,64.9,3.4,13.7,-7,755.1,86
2023-01-09 02:00:00,131.6,110.2,8.404,90.5,7,37.8,14,65.5,3.5,11.7,-7,755.1,86
2023-01-09 03:00:00,128.5,110.7,8.366999999999999,90.5,7,37.2,13.8,68.8,3.4,11.8,-7,754.3,86
2023-01-09 04:00:00,127.5,111.4,8.381,99.6,7,44.1,14.2,69.4,3.3,12.3,-7,754.3,93
2023-01-09 05:00:00,141,120.5,8.47,103.3,7,57,15.5,86.1,4.4,12,-7,754.3,93
2023-01-09 06:00:00,171.1,128.6,8.421000000000001,123.2,7,60.8,20.1,114.4,3.5,13.7,-6,753.8,86
2023-01-09 07:00:00,202.6,138.5,8.395,121.6,7,96.19999999999999,24,115.9,7.7,16.7,-7,753.8,93
2023-01-09 08:00:00,213.4,154.7,8.434999999999999,149.9,8,131.3,29,138.3,13.3,17.1,-7,753.8,93
2023-01-09 09:00:00,229.9,180.9,8.856,173.7,7,145.1,34.2,168.1,22.9,18,-7,754.3,93
2023-01-09 10:00:00,247.1,195.5,8.718,191.2,8,156.4,37.8,173.8,36,19.4,-6,754.3,86
2023-01-09 11:00:00,249.7,211.8,8.829,200.6,7,155.9,37.3,172.6,23.9,22.5,-6,753.8,93
2023-01-09 12:00:00,250.7,215.9,8.566,195.5,7,159.6,34.9,178.8,25.5,17.7,-6,753.8,93
2023-01-09 13:00:00,252.7,212.7,8.802,192.2,8,157.7,36.9,216.2,24.4,18.9,-5,753.8,86
2023-01-09 14:00:00,228.5,216.9,8.365,186.8,11,153.8,36.3,222,14.5,23.4,-5,753.8,86
2023-01-09 15:00:00,226.5,216.1,8.337,188.6,21,150.5,33.8,218.8,23.1,20.5,-5,753.8,93
2023-01-09 16:00:00,240,210.9,8.493,179.2,21,143.8,32,206.6,41.2,22.8,-5,753.8,86
2023-01-09 17:00:00,208.9,181.6,8.703,161.7,21,130.3,29.4,189.5,41.6,27,-5,753.8,86
2023-01-09 18:00:00,191.6,166.5,8.918,131,12,117.8,28.8,176.5,43.5,27,-5,753.8,86
2023-01-09 19:00:00,187.4,146.6,8.978,123.7,7,106.3,20.1,162.6,42.8,27.4,-5,753.8,86
2023-01-09 20:00:00,152.8,129.2,8.828999999999999,113.2,7,98.4,17.7,138.4,41.4,28.9,-5,753.8,86
2023-01-09 21:00:00,138.5,126.3,8.988999999999999,110.9,7,85.8,17.1,97.6,18.9,24.2,-5,753.8,93
2023-01-09 22:00:00,135.3,122.7,8.892,105.8,6,81.6,14,100.6,3.9,24.4,-5,753.8,93
2023-01-09 23:00:00,134.8,114.4,8.808,94.7,7,41.6,13.5,110.6,4.1,17.9,-5,753.8,93
2023-01-10 00:00:00,134.5,112,8.683,95.6,6,38.8,13.6,85.6,3.8,15.9,-5,753.8,93
2023-01-10 01:00:00,135,112.9,8.581000000000001,94.7,6,39.7,13.3,77.80000000000001,3.9,11.6,-5,753.8,93
2023-01-10 02:00:00,133.6,109.4,8.478000000000002,95.8,6,39.2,13.6,107.7,3.8,10.8,-5,753.8,93
2023-01-10 03:00:00,156.1,110.7,8.719000000000001,94.7,7,37,13.4,84.3,3.9,10.3,-5,753.8,86
2023-01-10 04:00:00,157.6,109.3,8.527000000000001,100.2,6,39.3,13.7,85.1,3.9,10.4,-5,753.8,86
2023-01-10 05:00:00,157,115.1,8.468,103.4,7,39.90000000000001,14.9,112.3,4,10.8,-6,753.8,93
2023-01-10 06:00:00,172,119.3,8.578,124,6,50.6,18.6,112,3.8,12.2,-6,753,93
2023-01-10 07:00:00,205.7,131.8,8.545,122.5,7,96.60000000000001,21.9,177.1,6.6,15.7,-6,753,93
2023-01-10 08:00:00,191.3,151.6,8.491,149,7,138.1,26.5,208.1,12.6,17.6,-5,753.8,86
2023-01-10 09:00:00,215.5,176.1,8.448,182.1,7,146.8,30.5,192.6,15.7,16.7,-5,753.8,86
2023-01-10 10:00:00,247,192.9,8.642000000000001,201.1,8,155.2,31.8,232.9,25.5,18,-5,753.8,86
2023-01-10 11:00:00,237.1,210.6,8.522,203.7,7,155.2,34.5,234.8,21.4,19.7,-5,753.8,93
2023-01-10 12:00:00,243.7,212.7,8.475999999999999,200.9,8,153.8,32,232.5,18.6,21.8,-5,753.8,93
2023-01-10 13:00:00,236.8,216.3,8.635,213.6,7,157.5,33.5,229.8,12.5,22.3,-4,753.9,93
2023-01-10 14:00:00,263.1,216,8.558,205.5,7,158.8,33.5,226.1,10.6,16.3,-3,753.9,93
