Timestamps,ICT,"U06, U06A, U05B",OBS,"U05, U04, U04B, GEO",TEG,LIB,MEK,SOC,S01,D04,air temperature,Atm pressure mm of mercury,Relative humidity (%)
2023-05-03 05:00:00,123.6,113.5,3.895,100.2,3,34.5,15.7,68.8,1.9,8.5,3,759,87
2023-05-03 06:00:00,136.6,115.1,3.954,117.1,3,62.8,15.9,108,2,8.4,4,759,81
2023-05-03 07:00:00,173.4,139.9,3.886,117,2,102.3,27.7,143.1,8.4,8.4,5,759.1,76
2023-05-03 08:00:00,191.9,152.9,3.86,139.4,2,149.7,39.5,155.8,12.7,7.2,7,759.8,61
2023-05-03 09:00:00,198.7,180,3.841,157.2,2,164.7,40.2,169.2,10.8,6.2,8,759.8,53
2023-05-03 10:00:00,205.6,208.2,3.526,173.8,2,183.4,41.3,180.5,17.3,4.2,9,760.6,50
2023-05-03 11:00:00,204.4,213.7,3.519,179.4,3,182.2,42.4,174.6,12.1,3.9,10,760.6,43
2023-05-03 12:00:00,206.3,211,3.736,176,3,186.2,40.9,178.6,22.1,5.3,10,760.6,40
2023-05-03 13:00:00,205.7,212.8,3.527,173.4,3,186.4,40,175.5,13.7,4.1,10,760.6,37
2023-05-03 14:00:00,210.3,208.6,3.681,174.9,3,178.2,38.8,168.4,15,3.8,11,760.6,35
2023-05-03 15:00:00,205.1,198,3.571,160,2,173.2,37.2,159.9,15.5,7,11,761.3,38
2023-05-03 16:00:00,206.6,194.1,3.605,151.4,3,165.8,33.1,165.6,33.9,6.4,11,761.3,35
2023-05-03 17:00:00,195.5,172.8,3.722,147.5,4,157.6,27.6,146,34.7,11.7,9,761.3,58
2023-05-03 18:00:00,190.5,166.2,3.659,136.4,3,144,22.5,143.2,38.7,13.7,8,761.3,66
2023-05-03 19:00:00,177.9,157.7,4.463,119,4,133.2,21.2,127.1,39,18.1,8,761.3,57
2023-05-03 20:00:00,146.5,136.3,4.652,110,3,92.9,19.3,111.3,29.6,20.6,8,761.3,62
2023-05-03 21:00:00,136.4,125.1,4.545000000000001,107.3,3,79.19999999999999,19.5,90.4,12.8,17.7,6,762.1,71
2023-05-03 22:00:00,134.7,117.3,4.732,104.5,3,83.10000000000001,22.4,78,1.9,19.6,5,762,81
2023-05-03 23:00:00,132.5,109.9,4.224,93.7,3,44.8,16,70.1,1.8,15.6,4,762,87
2023-05-04 00:00:00,131.2,109.7,4.19,94.4,2,42.8,14.9,68.6,1.7,13.4,4,762,81
2023-05-04 01:00:00,133.7,108.7,3.919,93.6,3,42.3,13.6,69.3,1.7,11.5,4,762,81
2023-05-04 02:00:00,131,108.8,3.844,93.6,2,42.40000000000001,13,67.8,1.8,9.1,4,762.8,65
2023-05-04 03:00:00,127.9,111.5,4.011,93.3,2,42.1,12.5,67.3,1.7,8.3,3,762.8,87
2023-05-04 04:00:00,127,106.5,3.996,99.4,3,44.3,12.8,69.4,1.6,7.9,1,763.5,87
2023-05-04 05:00:00,128.2,113.5,3.939,100.2,2,44.8,13.6,71.89999999999999,2.2,8.1,1,764.3,81
2023-05-04 06:00:00,137.7,114.1,4.169,120,2,69.60000000000001,13.3,115,2.1,9.1,2,764.3,60
2023-05-04 07:00:00,173.2,140.6,4.23,125,2,101.7,21.1,152.1,8.6,9.2,2,765.1,52
2023-05-04 08:00:00,187.1,162,3.98,142.5,2,136.8,29.8,163.6,12.7,9.5,2,765.1,52
2023-05-04 09:00:00,198.1,184.7,3.985,162.5,2,165.3,28.3,173.2,10.8,5.1,3,765.8,52
2023-05-04 10:00:00,208.3,211.2,3.673,179.9,2,164.3,28.6,181.6,15.6,3.7,3,765.8,45
2023-05-04 11:00:00,212.8,201.5,3.685,175.9,2,160.1,29.5,174.9,11.5,3.1,4,765.8,45
2023-05-04 12:00:00,215.3,212.8,3.727,175.1,2,166.1,30.1,181,18.2,7.1,5,765.8,45
2023-05-04 13:00:00,217.2,210.6,3.729,179.8,2,170.2,28.8,179.7,11.8,9.2,5,765.8,39
2023-05-04 14:00:00,220.8,200.7,3.62,174.2,2,160,28,176.8,20.4,5.8,5,765.8,42
2023-05-04 15:00:00,218.3,192.2,3.803,178.3,1,152.7,27.6,166,18.9,7.4,5,765.8,53
2023-05-04 16:00:00,207,184.4,3.874,171.8,2,153.6,26.8,159.8,37.8,9.6,5,765.8,45
2023-05-04 17:00:00,199.9,156.3,3.993,150.3,2,138.8,22.3,145.1,37.3,12.5,5,765.8,49
2023-05-04 18:00:00,192.6,152.3,4.054,128.8,2,127.3,21.3,131.8,39.8,16.8,6,765.8,42
2023-05-04 19:00:00,176,153.3,3.937,119,2,116.6,21.5,120.3,39,18.1,5,765.1,42
2023-05-04 20:00:00,140.9,140.8,4.278,113.6,4,93,16.3,106.7,29.9,21.3,4,765.1,48
2023-05-04 21:00:00,136.8,137.2,4.501,113.1,3,77.10000000000001,15.3,89,18.4,22.3,3,765.1,70
2023-05-04 22:00:00,134.4,130.2,4.504,106.7,3,76.19999999999999,14,76.69999999999999,1.8,19.2,3,765.8,70
2023-05-04 23:00:00,133.7,122.6,4.616000000000001,95.6,2,35.2,11.7,69.4,1.7,16.4,3,765.8,65
2023-05-05 00:00:00,134.3,115.1,4.803000000000001,95.7,3,34.1,13.2,69.10000000000001,1.6,15.9,2,766.6,75
2023-05-05 01:00:00,134.4,112.6,4.754,95.9,2,33,11.8,68.4,1.6,12.5,1,766.6,81
2023-05-05 02:00:00,133.6,112,4.351,95.8,3,34.4,10.6,68.4,1.8,9.9,3,766.6,65
2023-05-05 03:00:00,130.9,107,4.484,95.5,2,33.7,10.1,67.9,1.7,9.2,2,766.6,65
2023-05-05 04:00:00,128.3,107.3,4.097,102.3,3,35.4,10.7,68.2,1.6,8.4,2,766.6,65
2023-05-05 05:00:00,128.3,111.9,4.245,102.2,2,36.7,11.1,72.2,1.9,8.3,2,767.3,60
2023-05-05 06:00:00,140.2,113.7,4.206,122,3,57.3,11,105.8,1.9,8.3,1,767.3,60
2023-05-05 07:00:00,174.8,135.3,4.304,123.2,3,100.4,16.3,134.5,8.9,8.6,1,767.3,65
2023-05-05 08:00:00,188.9,152,4.319,146.7,3,130.3,23.7,148,12.3,8.4,2,768.1,60
2023-05-05 09:00:00,194.6,169.9,3.981,169.9,3,150.6,26.5,163.6,12,8.2,2,768.1,60
2023-05-05 10:00:00,201,181.1,4.146,195.9,3,161.5,28.4,175.3,19.1,8.5,2,768.9,60
2023-05-05 11:00:00,205.6,197.7,3.961,198.2,2,150.5,27.8,172.9,13.9,7.7,2,768.9,56
2023-05-05 12:00:00,206.8,199.7,3.83,198.7,3,151.4,28.5,176.1,21.1,8.4,3,768.9,48
2023-05-05 13:00:00,213.4,199.3,3.878,185.6,4,163.4,27.8,173.3,13.5,11.3,3,768.9,45
2023-05-05 14:00:00,211.1,203.4,3.846,181.4,4,165.5,28.7,168.8,14.7,11.1,3,768.9,45
2023-05-05 15:00:00,206.9,193.3,3.858,164,3,165.9,25.3,154.4,15.3,8.1,4,768.9,48
2023-05-05 16:00:00,200.6,184.5,4.066,149.4,3,153,24.6,148.4,37.3,10.9,4,768.9,48
2023-05-05 17:00:00,195.1,162,3.961,136.6,3,139.1,24.9,138.3,33.3,10.8,4,768.9,45
2023-05-05 18:00:00,187.4,144.2,3.843,118.2,3,130.2,20.2,130.1,36.4,14.4,4,768.9,42
2023-05-05 19:00:00,172.7,135.6,4.211,113.3,3,120.1,21.1,118.5,36.7,19,4,768.9,39
2023-05-05 20:00:00,140.6,119,4.324,106,3,92,14.3,100.5,30.7,19,4,768.9,48
2023-05-05 21:00:00,136.9,119,4.488,103.9,4,78.3,13.3,78.2,20,18.1,3,768.9,48
2023-05-05 22:00:00,134.9,113.8,4.635000000000001,102.5,3,75.2,11.9,72.3,5.1,20.8,2,768.9,56
2023-05-05 23:00:00,132.3,111.5,5.295,94.5,3,35.4,12.1,69,1.8,14.9,2,768.9,56
2023-05-06 00:00:00,131.9,109.3,5.553,94.1,3,34.3,13.9,68.4,1.7,12.8,1,768.9,65
2023-05-06 01:00:00,129.5,107.7,4.939,95.2,2,32.7,11.2,68.5,1.8,10.7,1,768.9,70
2023-05-06 02:00:00,132.2,106.8,4.708,94,3,33.3,11.6,67.2,1.8,9.6,1,768.9,70
2023-05-06 03:00:00,131.9,106.7,4.842,94.2,2,34.5,11.2,68.2,1.7,9.6,1,768.9,70
2023-05-06 04:00:00,130.4,105.5,4.952,99.9,3,32.6,11.4,66.6,1.8,9.1,1,768.9,75
2023-05-06 05:00:00,133,107.8,4.831,99.9,3,34.2,11.1,66.39999999999999,1.7,8.9,1,768.9,75
2023-05-06 06:00:00,133.4,107.5,4.784,112.2,3,33.6,11.5,74.4,1.7,8.9,2,769.6,75
2023-05-06 07:00:00,135.2,106.7,4.478,100.8,4,46.8,16.1,72.4,2.1,7.1,4,769.6,65
2023-05-06 08:00:00,152.3,108,4.125,103,5,48.6,17,82.9,11.3,7.2,4,769.6,70
2023-05-06 09:00:00,164.7,107.4,4.21,104.2,4,57.9,25.5,99.5,26.6,6.4,5,769.6,57
2023-05-06 10:00:00,166.4,106.8,3.856,106.6,4,110.4,28.8,106.4,25.6,6.7,6,769.6,49
2023-05-06 11:00:00,165.8,113.7,3.747,104,4,116.8,30.5,105.8,25.5,4.6,6,770.1,53
2023-05-06 12:00:00,165.8,115,3.884,107.1,3,118.2,30,107.5,35.6,7.1,7,770.1,46
2023-05-06 13:00:00,171.5,112.8,3.724,106.8,1,128.4,28.9,112.9,36.2,6.8,7,770.1,49
2023-05-06 14:00:00,167.7,116.9,3.874,104,1,130,27.2,98.19999999999999,36.9,7.6,7,769.6,46
2023-05-06 15:00:00,161.8,117.6,3.861,99.4,2,134.1,24.2,86,37.7,6.1,7,769.6,42
2023-05-06 16:00:00,161.9,120.2,4.056,100.9,1,134.8,17,84.6,44.3,11.5,7,769.6,39
2023-05-06 17:00:00,161.4,126.8,3.895,97.3,2,127.3,16,78.4,38.9,14.1,7,769.6,39
2023-05-06 18:00:00,136.5,116.5,3.999,95.6,1,69.69999999999999,15.8,76.3,33.4,15.1,7,768.9,46
2023-05-06 19:00:00,135.8,117.6,4.165,93.2,2,36.6,16.2,74.1,27.6,15.8,6,768.9,46
2023-05-06 20:00:00,136.3,123.4,4.254,95.9,1,35.8,11.9,70.8,23.4,18.3,6,768.9,46
2023-05-06 21:00:00,134,120.2,4.568,98,2,36.3,11,69.8,2.9,18.2,5,768.9,49
2023-05-06 22:00:00,131.3,121.2,4.714,99.3,1,33.8,11.5,69.7,2.9,19.5,5,768.9,53
2023-05-06 23:00:00,129.6,117.9,4.506,95.1,2,32.5,11.4,67.4,2.9,15.5,4,769.6,56
2023-05-07 00:00:00,133.8,118.9,4.686000000000001,95.6,1,32.8,11.4,66.7,2.4,12.3,1,769.6,70
2023-05-07 01:00:00,133.6,116.6,4.532999999999999,95.3,1,34,11.5,66.8,2.4,11.1,0,769.5,80
2023-05-07 02:00:00,132.8,111.3,4.242,96.4,2,32.4,11.6,68.3,2.4,9.9,-1,769.5,86
2023-05-07 03:00:00,130.3,117.4,4.308,95.7,1,32.90000000000001,11.3,67.3,2.4,8.7,-1,769.5,86
2023-05-07 04:00:00,129.1,113.1,4.479,100.2,1,34.50000000000001,11.3,66.7,2.4,8.6,-2,769.5,86
2023-05-07 05:00:00,130.9,112,4.277,100.3,1,33,11.2,66.6,2.5,8.7,-2,769.5,93
2023-05-07 06:00:00,130.4,108.5,4.17,112.2,2,34.9,11.3,68.1,2.1,7.5,-1,770,80
2023-05-07 07:00:00,134.2,102.5,4.347,95.3,1,34.8,14.6,69.3,2.4,5.8,2,770.1,70
2023-05-07 08:00:00,136.1,104.7,4.412,94.5,2,35.9,15.9,70.8,2.1,4.5,5,770.1,57
2023-05-07 09:00:00,147.2,113.9,4.025,94.2,1,37.3,16.2,70.5,1.8,2.7,7,770.1,42
2023-05-07 10:00:00,147.4,125.9,4.164,94.2,1,37.5,15.8,74.3,2.6,4.1,8,770.1,34
2023-05-07 11:00:00,148.8,133.1,3.824,94.1,1,38.1,15.9,76.1,4.6,3.7,8,770.1,34
2023-05-07 12:00:00,150.4,133.8,3.754,96.6,2,38,16,75.9,3.6,6.4,9,770.2,32
2023-05-07 13:00:00,151.3,123.4,3.712,96.1,1,38.90000000000001,15.8,76.8,2.3,10.2,9,770.2,34
2023-05-07 14:00:00,149.5,126.9,3.972,98.4,1,38.6,15.9,77.4,3,8.4,9,770.2,34
2023-05-07 15:00:00,149.7,126.1,4.081,95.3,2,38.7,15.8,79,4.5,11.7,9,770.2,34
2023-05-07 16:00:00,148.7,126.2,4.022,97.7,2,37.4,15.9,75.89999999999999,11.6,8.6,8,770.1,34
2023-05-07 17:00:00,147.8,126.7,4.102,98.9,2,37,15.8,72,7.3,17.7,8,769.7,34
2023-05-07 18:00:00,136.2,128.2,4.176,95.3,2,36.6,15.8,72.39999999999999,7.4,14.7,8,769.7,34
2023-05-07 19:00:00,137.2,128.8,4.128,94.3,1,35.40000000000001,16.4,74,7.1,16,8,769.7,37
2023-05-07 20:00:00,137.3,118,4.335,97.3,2,34.9,13.8,69.4,3.6,22.3,8,769.7,37
2023-05-07 21:00:00,131.8,114.8,4.784,95.1,2,35.2,16,66.7,1.6,21.3,7,769.6,42
2023-05-07 22:00:00,130.8,112.7,4.665,93.6,1,33.7,15.9,68.4,1.5,17.4,4,769.6,56
2023-05-07 23:00:00,130.6,110.7,4.649,92.6,1,32.3,11,66.7,1.3,15.6,3,769.6,65
2023-05-08 00:00:00,130.2,111.6,4.811000000000001,94.1,1,32.3,11.1,67.10000000000001,1.4,11.9,3,770.1,60
2023-05-08 01:00:00,130.8,109.3,4.31,94.3,2,32.5,11.1,65.89999999999999,1.4,9.6,2,770.1,65
2023-05-08 02:00:00,131.2,109.1,4.28,93.5,1,32.4,10.9,66.3,1.3,9.6,2,769.6,65
2023-05-08 03:00:00,127.9,108.5,4.498,92.3,1,32.6,10.9,69.5,1.5,8.6,2,769.6,60
2023-05-08 04:00:00,125.8,107.4,4.399999999999999,103.3,1,41.2,10.8,70.5,1.3,8.5,2,769.6,65
2023-05-08 05:00:00,126.1,113.9,4.286,103.8,2,55.2,11.3,97.3,1.5,8.1,2,770.1,60
2023-05-08 06:00:00,138,120.1,4.344,121,1,79.6,15.1,118.6,1.7,8.8,3,770.1,60
2023-05-08 07:00:00,173.5,147.4,4.268000000000001,118.6,1,113.5,21.8,124.6,4.9,9,5,770.1,57
2023-05-08 08:00:00,186.4,166,4.319,139.3,2,153,21.7,148.8,12,6.8,7,770.1,49
2023-05-08 09:00:00,196,188.3,4.227,158.2,2,172.7,29.8,168,9.5,4.5,8,770.1,53
2023-05-08 10:00:00,208.8,215.6,3.606,164.1,1,179.9,33.1,167.5,14,5.2,9,770.2,46
2023-05-08 11:00:00,217,229.1,3.777,159.6,2,182.4,36,172.2,13.5,4.3,10,770.2,30
2023-05-08 12:00:00,217.6,242.2,3.684,155.4,1,186.5,33.6,170.1,20.6,5.3,10,770.2,32
2023-05-08 13:00:00,210.4,230.6,3.554,157.3,1,190.2,32.8,166.7,12.3,4.9,11,770.2,32
2023-05-08 14:00:00,218.3,223.7,3.75,159.2,2,189.2,32.5,162.5,15.9,5.3,11,769.7,32
2023-05-08 15:00:00,212.7,216.2,3.648,153.9,1,174.6,30.3,159.3,14.7,3.8,11,769.7,32
2023-05-08 16:00:00,210.9,208,3.633,137.6,2,169.7,31.4,153.8,32.7,8,11,769,35
2023-05-08 17:00:00,201,189,3.959,131.5,1,157.2,32.7,141.2,31.1,10.6,11,769,32
2023-05-08 18:00:00,200.2,179,3.678,117.6,2,146.5,30.3,133.9,37.7,16.2,11,769,35
2023-05-08 19:00:00,176.5,177.1,3.91,114.2,1,124.1,25.6,118.3,32.1,19.6,10,769,35
2023-05-08 20:00:00,141.6,163,4.214,107.4,2,92.5,20.3,98.6,32.3,21.3,10,768.2,35
2023-05-08 21:00:00,137.3,158.1,4.260000000000001,104.8,1,76.3,18.3,78.8,20.6,18.8,8,769,43
2023-05-08 22:00:00,134.8,139.9,4.377,99.5,2,72.6,14,71.2,2.7,16.9,6,768.9,57
2023-05-08 23:00:00,133.1,129.2,4.502000000000001,92.7,1,34.90000000000001,12.9,69.2,2.2,15.3,4,768.9,65
2023-05-09 00:00:00,135.2,120.6,4.448,95.1,1,33.2,16.9,68.2,2.2,10.8,3,768.1,65
2023-05-09 01:00:00,136.1,118.5,3.995,94.2,1,33.1,16.2,67.5,2,9.6,3,768.1,65
2023-05-09 02:00:00,135,117.6,4.123,93.6,1,32.6,15.5,68,2,8.5,3,768.1,65
2023-05-09 03:00:00,131.3,117.5,4.035,92.9,1,32.5,15.6,66.5,1.8,7.5,2,768.1,70
2023-05-09 04:00:00,129.2,115.9,3.897,100.8,2,34.3,15.4,67.60000000000001,1.8,8.2,2,768.1,70
2023-05-09 05:00:00,131,121.2,4.312,101.6,2,34.6,15.7,70,2.2,7.3,2,768.1,75
2023-05-09 06:00:00,143.3,123,4.179,108.8,3,66.3,15.8,101.3,2.1,8,2,768.1,75
2023-05-09 07:00:00,180.9,147.7,4.034,114.2,2,111.8,17.7,149.1,8.9,10.7,5,767.3,70
2023-05-09 08:00:00,195.3,166.2,4.151000000000001,137.9,2,158.3,31,165.1,11.5,6.5,8,768.2,62
2023-05-09 09:00:00,205.7,194.5,3.863,154,2,179.2,31.8,168.7,8.2,4.3,10,767.4,47
2023-05-09 10:00:00,216.5,217.2,3.491,160.9,2,190.6,32.5,169.5,15,3.7,12,767.4,41
2023-05-09 11:00:00,220.3,225.6,3.549,170.5,1,191.7,33,166.5,12.1,3.2,14,766.7,33
2023-05-09 12:00:00,222.9,264.9,3.41,170.1,2,188,31.1,175.5,21,7.2,14,766.7,36
2023-05-09 13:00:00,222.3,231.4,3.392,166,1,179.7,32.1,174.1,13.9,6.2,13,766.7,36
2023-05-09 14:00:00,220.9,217.6,4.122,163.8,1,174.1,30.9,165.7,17.7,3.9,14,765.9,33
2023-05-09 15:00:00,219.8,218.2,4.077,163.3,2,164,30.7,154,14.9,5.5,14,765.9,33
2023-05-09 16:00:00,211.8,215.1,4.448,148.2,1,152.8,30.8,153.3,36.2,7.5,13,765.2,38
2023-05-09 17:00:00,210.3,201.8,4.687,140.6,1,142.8,30,140.9,33.4,10.1,13,765.2,38
2023-05-09 18:00:00,202.2,205.5,4.407,124.9,1,127.2,27.6,131.1,35.4,17.1,13,765.2,38
2023-05-09 19:00:00,188.2,195.3,4.116000000000001,121.4,2,116.7,22.8,167.1,35.1,16.7,13,764.4,38
2023-05-09 20:00:00,148.9,172.9,4.108,113.9,2,89.2,17.9,118.9,33.7,17.6,12,764.4,38
2023-05-09 21:00:00,138.1,156.5,3.842,109.6,1,76.19999999999999,18.9,91,16.8,21.3,10,764.4,47
2023-05-09 22:00:00,138.8,142,3.863,102,2,74.60000000000001,14.8,77.5,1.7,15.3,7,764.4,57
2023-05-09 23:00:00,136.4,125.1,4.07,91.5,1,35.5,13.6,69.7,1.7,14.4,6,764.3,61
2023-05-10 00:00:00,138.8,121.2,3.898,93,1,32.2,16.4,68,1.8,12.7,4,764.3,70
2023-05-10 01:00:00,137.7,119.9,3.74,91.1,1,32.6,16.5,66.7,1.6,9.8,4,764.3,70
2023-05-10 02:00:00,136,114.1,3.549,91,1,31.5,16.1,67.3,1.7,8.4,4,764.3,75
2023-05-10 03:00:00,132.1,113.9,3.618,90.1,1,31.8,16,66.2,1.8,8.1,3,764.3,70
2023-05-10 04:00:00,133.6,112.9,3.637,98,2,32.5,16.1,66.9,1.5,8.2,3,764.3,75
2023-05-10 05:00:00,131.2,118,3.774,98.6,1,34.10000000000001,16.4,69.6,2.1,7.9,3,764.3,75
2023-05-10 06:00:00,145.7,119.2,3.811,116.8,1,75.8,19.6,108.5,2,8.3,3,764.3,70
2023-05-10 07:00:00,178.1,150.5,3.8,117.4,2,123.7,19.2,143,8.4,9.3,7,764.4,61
2023-05-10 08:00:00,198.7,171.9,3.873,140.8,1,161.4,31.1,156.1,12.4,8.6,10,764.4,50
2023-05-10 09:00:00,207.7,192.3,3.9,155,2,168.4,33.8,173.4,8.7,8.2,13,764.4,41
2023-05-10 10:00:00,218.6,231.3,4.56,180.5,1,163.4,33.3,180.6,13.5,3.9,14,764.5,41
2023-05-10 11:00:00,223.8,272.1,4.819,187.8,2,180,33.8,177.6,10.9,3.9,16,764.5,34
2023-05-10 12:00:00,229.3,260.7,3.616,180,1,173.8,37.1,181.7,17.1,3.9,15,764.5,34
2023-05-10 13:00:00,225.5,268.6,3.222,175.1,1,173.5,34.2,178.8,11.5,5,16,764.5,29
2023-05-10 14:00:00,222.4,253.4,3.345,181.9,1,180.9,34.1,191.5,20,5,16,764.5,27
2023-05-10 15:00:00,223.1,224.1,3.055,190,2,168.7,33,172.7,17.2,4,16,764.5,29
2023-05-10 16:00:00,217.1,227.6,3.258,162,1,163.2,31.9,156.4,31.4,6.2,16,763.7,29
2023-05-10 17:00:00,206.2,194.7,3.307,143.1,1,148.6,30.1,182.5,29.7,10.9,16,763.7,29
2023-05-10 18:00:00,200.5,187.9,3.304,126.3,2,134.9,24.1,162.6,31.1,14.7,16,763.7,29
2023-05-10 19:00:00,183.8,174.9,3.271,121.6,1,127.5,19.7,143.7,26.6,17.6,16,763.7,29
